"","year","age","maritl","race","education","health","wage_status"
"376",2004,48,"2. Married","1. White","2. HS Grad","1. <=Good",1
"377",2008,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"378",2009,52,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"379",2008,30,"1. Never Married","2. Black","3. Some College","2. >=Very Good",0
"380",2004,44,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"381",2004,38,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"382",2008,51,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"383",2007,47,"2. Married","1. White","3. Some College","2. >=Very Good",1
"384",2005,28,"2. Married","1. White","4. College Grad","1. <=Good",1
"385",2004,52,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"386",2004,23,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"387",2003,65,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"388",2005,27,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"389",2004,33,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"390",2008,49,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"391",2008,27,"1. Never Married","1. White","3. Some College","1. <=Good",1
"392",2008,48,"4. Divorced","1. White","2. HS Grad","1. <=Good",1
"393",2005,38,"1. Never Married","1. White","3. Some College","1. <=Good",0
"394",2008,58,"2. Married","1. White","3. Some College","1. <=Good",1
"395",2003,40,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"396",2007,46,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"397",2009,53,"2. Married","2. Black","3. Some College","1. <=Good",1
"398",2009,25,"1. Never Married","2. Black","5. Advanced Degree","2. >=Very Good",1
"399",2003,42,"2. Married","1. White","3. Some College","2. >=Very Good",0
"400",2004,40,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"401",2006,35,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"402",2005,50,"5. Separated","1. White","2. HS Grad","1. <=Good",0
"403",2004,34,"2. Married","1. White","3. Some College","2. >=Very Good",0
"404",2009,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"405",2004,49,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"406",2009,41,"2. Married","3. Asian","4. College Grad","2. >=Very Good",0
"407",2004,37,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"408",2003,58,"2. Married","1. White","3. Some College","2. >=Very Good",1
"409",2006,28,"1. Never Married","2. Black","2. HS Grad","1. <=Good",0
"410",2003,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"411",2003,50,"2. Married","1. White","3. Some College","2. >=Very Good",1
"412",2009,38,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"413",2003,48,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"414",2008,30,"2. Married","1. White","3. Some College","2. >=Very Good",0
"415",2006,49,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"416",2005,44,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"417",2009,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"418",2009,58,"2. Married","3. Asian","4. College Grad","1. <=Good",1
"419",2004,45,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"420",2005,44,"2. Married","1. White","3. Some College","2. >=Very Good",0
"421",2005,35,"4. Divorced","1. White","4. College Grad","1. <=Good",0
"422",2005,59,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"423",2009,45,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"424",2004,51,"2. Married","1. White","4. College Grad","1. <=Good",1
"425",2006,61,"2. Married","1. White","3. Some College","2. >=Very Good",1
"426",2008,45,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"427",2003,34,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"428",2007,33,"2. Married","1. White","4. College Grad","1. <=Good",1
"429",2005,45,"2. Married","1. White","2. HS Grad","1. <=Good",0
"430",2009,50,"1. Never Married","1. White","5. Advanced Degree","1. <=Good",1
"431",2006,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"432",2005,39,"2. Married","1. White","3. Some College","1. <=Good",0
"433",2009,26,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"434",2007,49,"2. Married","1. White","2. HS Grad","1. <=Good",0
"435",2003,20,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"436",2003,31,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"437",2007,49,"2. Married","1. White","2. HS Grad","1. <=Good",0
"438",2007,56,"1. Never Married","2. Black","2. HS Grad","1. <=Good",0
"439",2005,61,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"440",2005,56,"5. Separated","1. White","2. HS Grad","1. <=Good",1
"441",2009,51,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"442",2004,42,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"443",2004,45,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"444",2006,30,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"445",2005,48,"1. Never Married","1. White","4. College Grad","1. <=Good",0
"446",2009,33,"2. Married","1. White","5. Advanced Degree","1. <=Good",0
"447",2007,50,"2. Married","1. White","3. Some College","2. >=Very Good",0
"448",2003,31,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",1
"449",2003,48,"2. Married","1. White","4. College Grad","1. <=Good",1
"450",2005,35,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"451",2009,47,"2. Married","2. Black","3. Some College","2. >=Very Good",0
"452",2007,45,"2. Married","1. White","4. College Grad","1. <=Good",1
"453",2009,52,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"454",2007,46,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"455",2007,47,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"456",2009,49,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"457",2007,36,"2. Married","1. White","1. < HS Grad","1. <=Good",1
"458",2005,51,"2. Married","1. White","4. College Grad","1. <=Good",1
"459",2008,46,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"460",2004,37,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"461",2005,23,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"462",2008,43,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"463",2006,34,"2. Married","3. Asian","4. College Grad","2. >=Very Good",0
"464",2008,58,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"465",2009,44,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",1
"466",2008,61,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"467",2005,40,"4. Divorced","1. White","1. < HS Grad","2. >=Very Good",0
"468",2003,37,"2. Married","1. White","3. Some College","2. >=Very Good",1
"469",2003,33,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"470",2004,38,"2. Married","1. White","3. Some College","2. >=Very Good",1
"471",2006,41,"2. Married","1. White","2. HS Grad","1. <=Good",0
"472",2005,30,"2. Married","2. Black","2. HS Grad","2. >=Very Good",1
"473",2003,51,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"474",2003,39,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"475",2006,56,"2. Married","2. Black","3. Some College","2. >=Very Good",1
"476",2007,44,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"477",2005,51,"4. Divorced","1. White","5. Advanced Degree","2. >=Very Good",1
"478",2006,35,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"479",2009,27,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"480",2003,47,"2. Married","1. White","3. Some College","1. <=Good",1
"481",2007,51,"2. Married","3. Asian","3. Some College","1. <=Good",0
"482",2006,41,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"483",2005,63,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"484",2009,61,"1. Never Married","1. White","2. HS Grad","1. <=Good",0
"485",2004,46,"2. Married","1. White","2. HS Grad","1. <=Good",0
"486",2009,33,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"487",2009,35,"5. Separated","1. White","1. < HS Grad","1. <=Good",0
"488",2003,28,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"489",2007,50,"2. Married","3. Asian","3. Some College","2. >=Very Good",1
"490",2007,41,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"491",2008,23,"2. Married","1. White","4. College Grad","1. <=Good",1
"492",2004,45,"2. Married","1. White","3. Some College","2. >=Very Good",1
"493",2007,63,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"494",2006,59,"2. Married","2. Black","3. Some College","1. <=Good",1
"495",2005,30,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"496",2003,30,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"497",2007,45,"2. Married","1. White","2. HS Grad","1. <=Good",1
"498",2005,42,"2. Married","1. White","2. HS Grad","1. <=Good",0
"499",2009,57,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"500",2003,52,"4. Divorced","1. White","3. Some College","1. <=Good",0
"501",2003,54,"2. Married","1. White","3. Some College","2. >=Very Good",1
"502",2005,30,"2. Married","1. White","3. Some College","2. >=Very Good",1
"503",2003,47,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"504",2003,38,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"505",2003,47,"2. Married","1. White","3. Some College","1. <=Good",0
"506",2008,39,"1. Never Married","1. White","4. College Grad","1. <=Good",1
"507",2005,50,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"508",2003,47,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"509",2004,45,"2. Married","1. White","2. HS Grad","1. <=Good",0
"510",2007,44,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"511",2003,52,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"512",2004,42,"2. Married","1. White","4. College Grad","1. <=Good",1
"513",2004,18,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"514",2006,56,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"515",2004,50,"2. Married","3. Asian","5. Advanced Degree","2. >=Very Good",0
"516",2006,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"517",2006,53,"1. Never Married","1. White","3. Some College","1. <=Good",0
"518",2009,38,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"519",2004,27,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"520",2004,56,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"521",2003,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",0
"522",2003,56,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"523",2007,50,"2. Married","1. White","1. < HS Grad","1. <=Good",1
"524",2005,49,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"525",2005,42,"1. Never Married","1. White","3. Some College","2. >=Very Good",1
"526",2009,50,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"527",2003,53,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"528",2007,28,"2. Married","1. White","2. HS Grad","1. <=Good",1
"529",2003,45,"2. Married","1. White","2. HS Grad","1. <=Good",0
"530",2009,24,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"531",2003,25,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"532",2004,38,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"533",2009,47,"2. Married","1. White","4. College Grad","1. <=Good",1
"534",2003,38,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"535",2007,33,"2. Married","1. White","3. Some College","2. >=Very Good",1
"536",2006,39,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"537",2005,52,"4. Divorced","1. White","2. HS Grad","1. <=Good",0
"538",2005,46,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",0
"539",2004,42,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"540",2003,61,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"541",2005,32,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"542",2009,42,"4. Divorced","2. Black","2. HS Grad","2. >=Very Good",1
"543",2006,61,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"544",2009,27,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"545",2008,45,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"546",2003,58,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"547",2007,25,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"548",2007,34,"2. Married","1. White","1. < HS Grad","2. >=Very Good",1
"549",2005,44,"2. Married","2. Black","3. Some College","1. <=Good",0
"550",2007,40,"2. Married","1. White","3. Some College","2. >=Very Good",0
"551",2007,51,"2. Married","2. Black","4. College Grad","2. >=Very Good",0
"552",2003,50,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"553",2009,64,"2. Married","1. White","4. College Grad","1. <=Good",1
"554",2003,54,"2. Married","1. White","3. Some College","2. >=Very Good",1
"555",2008,42,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"556",2007,31,"2. Married","3. Asian","2. HS Grad","1. <=Good",0
"557",2003,25,"1. Never Married","1. White","4. College Grad","2. >=Very Good",0
"558",2006,32,"2. Married","1. White","3. Some College","2. >=Very Good",1
"559",2007,51,"2. Married","1. White","1. < HS Grad","1. <=Good",1
"560",2007,75,"2. Married","2. Black","1. < HS Grad","1. <=Good",0
"561",2003,28,"2. Married","4. Other","2. HS Grad","2. >=Very Good",0
"562",2009,28,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"563",2007,32,"1. Never Married","1. White","5. Advanced Degree","1. <=Good",0
"564",2006,53,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"565",2008,36,"2. Married","1. White","3. Some College","1. <=Good",0
"566",2004,43,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"567",2004,51,"2. Married","1. White","4. College Grad","1. <=Good",1
"568",2005,35,"2. Married","2. Black","4. College Grad","2. >=Very Good",0
"569",2004,46,"5. Separated","1. White","2. HS Grad","2. >=Very Good",0
"570",2003,38,"2. Married","1. White","4. College Grad","2. >=Very Good",0
"571",2004,43,"2. Married","3. Asian","4. College Grad","2. >=Very Good",1
"572",2004,39,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"573",2007,37,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"574",2008,59,"4. Divorced","1. White","5. Advanced Degree","1. <=Good",0
"575",2003,33,"2. Married","1. White","4. College Grad","1. <=Good",1
"576",2007,23,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"577",2006,37,"1. Never Married","1. White","3. Some College","2. >=Very Good",0
"578",2005,40,"2. Married","1. White","2. HS Grad","1. <=Good",0
"579",2006,25,"2. Married","1. White","3. Some College","2. >=Very Good",0
"580",2008,27,"1. Never Married","1. White","4. College Grad","2. >=Very Good",1
"581",2004,47,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"582",2008,52,"2. Married","2. Black","4. College Grad","2. >=Very Good",0
"583",2007,23,"1. Never Married","1. White","2. HS Grad","2. >=Very Good",0
"584",2004,33,"2. Married","1. White","4. College Grad","1. <=Good",0
"585",2005,37,"1. Never Married","3. Asian","4. College Grad","1. <=Good",1
"586",2008,34,"2. Married","1. White","2. HS Grad","1. <=Good",0
"587",2003,51,"5. Separated","1. White","2. HS Grad","1. <=Good",1
"588",2007,40,"4. Divorced","1. White","3. Some College","2. >=Very Good",1
"589",2007,50,"2. Married","1. White","2. HS Grad","1. <=Good",0
"590",2005,64,"2. Married","1. White","3. Some College","2. >=Very Good",1
"591",2008,54,"2. Married","1. White","1. < HS Grad","1. <=Good",0
"592",2003,50,"2. Married","2. Black","2. HS Grad","2. >=Very Good",0
"593",2004,32,"2. Married","1. White","4. College Grad","2. >=Very Good",1
"594",2004,37,"2. Married","2. Black","4. College Grad","1. <=Good",1
"595",2006,19,"1. Never Married","1. White","1. < HS Grad","2. >=Very Good",0
"596",2006,32,"2. Married","1. White","2. HS Grad","2. >=Very Good",0
"597",2004,42,"2. Married","1. White","3. Some College","1. <=Good",0
"598",2009,26,"1. Never Married","1. White","3. Some College","1. <=Good",0
"599",2009,46,"2. Married","1. White","5. Advanced Degree","2. >=Very Good",1
"600",2009,18,"1. Never Married","1. White","1. < HS Grad","1. <=Good",0
"601",2005,43,"2. Married","1. White","2. HS Grad","1. <=Good",0
"602",2003,62,"2. Married","1. White","3. Some College","2. >=Very Good",1
"603",2008,44,"2. Married","1. White","2. HS Grad","2. >=Very Good",1
"604",2005,40,"2. Married","1. White","3. Some College","1. <=Good",1
"605",2006,43,"2. Married","1. White","2. HS Grad","1. <=Good",1
"606",2004,32,"1. Never Married","3. Asian","4. College Grad","2. >=Very Good",1
"607",2006,48,"1. Never Married","2. Black","2. HS Grad","2. >=Very Good",0
"608",2009,35,"2. Married","1. White","3. Some College","2. >=Very Good",1
"609",2006,61,"2. Married","1. White","3. Some College","1. <=Good",1
"610",2006,47,"2. Married","1. White","1. < HS Grad","2. >=Very Good",0
"611",2005,55,"4. Divorced","1. White","2. HS Grad","2. >=Very Good",1
"612",2008,28,"4. Divorced","4. Other","2. HS Grad","2. >=Very Good",0
"613",2008,52,"2. Married","1. White","5. Advanced Degree","1. <=Good",1
"614",2009,27,"1. Never Married","2. Black","5. Advanced Degree","2. >=Very Good",1
